"","population_ysw.Group.1","population_ysw.Group.2","population_ysw.x","budget_ysw.x","inmate_expenditure_ysw.x","expenditure_ysw.x","deaths_ysw.x","escapes_ysw.x","movement_ysw.x","recidivism_ysw.x","as.numeric.voc_df.x.","rehabilitation_ysw.x","edu_facility_ysw.x"
"141",2009,"Jammu & Kashmir",0.768817204301075,0.662489215355288,0.583252393859109,0.808499270172786,0,0,1,0,1,0.0721649484536082,0.0806451612903226
"142",2010,"Jammu & Kashmir",1,1,0.606405321155968,1,0,0,0.858523619668962,1,0.568518518518519,0.268041237113402,1
"143",2001,"Jharkhand",0.248880129009138,0.081738215142841,0.188110249222907,0.243753423153925,0.783783783783784,0.647058823529412,0.363571971786881,0.0552016985138004,0.0324418420636177,0,0.00746804538273733
"144",2002,"Jharkhand",0,0.544892935051465,0.307917627996375,0.550926285014572,0,1,0.660458388631246,1,0.0765943978477607,0.125790139064475,0
"145",2003,"Jharkhand",0.230603834438273,0,0,0.0110717812931545,0.756756756756757,0.725490196078431,0.884366472316249,0.337579617834395,0.162288336762146,0.238305941845765,0.424673273014505
"146",2004,"Jharkhand",0.424475900376277,0.83748112952486,0.277952135191133,0.972754587446716,0.675675675675676,0.196078431372549,0.778902789997167,0.0785562632696391,0.162209210318088,0.694690265486726,0.350998132988654
"147",2005,"Jharkhand",0.735531266798065,0.0714460795716666,0.508527669558622,0,0.864864864864865,0.803921568627451,1,0.059447983014862,1,0.301517067003793,0.313801522332328
"148",2006,"Jharkhand",1,0.436225495455604,0.477770628417382,0.106172448756318,0.594594594594595,0.117647058823529,0.249019549365503,0.118895966029724,0.314527615128976,0.776232616940582,0.541002441476375
"149",2007,"Jharkhand",0.503135638774413,0.150874974019721,0.31678301338573,0.189165109927145,0.702702702702703,0,0.138180164328,0.127388535031847,0.13673049533154,1,0.548326870601752
"150",2008,"Jharkhand",0.586812399211611,0.868407836477628,0.461507043716069,0.593818245531218,0.648648648648649,0.470588235294118,0,0.418259023354565,0,0.755372945638432,0.841160419359472
"151",2009,"Jharkhand",0.37054291345637,0.993304596572718,0.844504597823608,0.576775030352579,1,0.215686274509804,0.360626891934209,0.0785562632696391,0.207153030542807,0.790771175726928,1
"152",2010,"Jharkhand",0.52212865077943,1,1,1,0.594594594594595,0.0784313725490196,0.0765273407792905,0,0.023184048108878,0.919089759797724,0.977308631337067
"153",2001,"Karnataka",0,0,0.195581081358925,0.277392451451624,0,0,1,1,0,0,0
"154",2002,"Karnataka",0.175632911392405,0.0860827696138165,0.260949096473564,0.303090706614147,0,0.416666666666667,0.458051763248927,0.75,0.0930408472012103,0,0.0848182466143977
"155",2003,"Karnataka",0.304852320675105,0.106230116125123,0.185293955357311,0.383797495540824,0.207547169811321,0.472222222222222,0.516161874765565,0.75,0.190620272314675,0.0271216097987752,0.230933713471133
